322044 - [153] 1829,1 
322144 - [142] 1817,1 
322184 - [5] 1780,7 
322204 - [102] 1780,7 
322558 - [590] 1883,6 
322581 - [158] 1780,7 
322635 - [62] 1782,9 
322652 - [197] 1859,7 
322688 - [50] 1780,7 
322702 - [508] 1780,7 
322785 - [76] 1780,7 
322919 - [312] 1850,8 
322960 - [3] 1783,9 
322961 - [90] 1782,9 
322974 - [247] 1783,4 
322997 - [232] 1790,1 
323031 - [28] 1829,1 
323059 - [119] 1782,9 
323066 - [6] 1782,9 
323075 - [98] 1782,9 
323172 - [35] 1782,0 
323183 - [101] 1782,0 
323233 - [33] 1790,1 
323239 - [49] 1859,7 
323251 - [23] 1790,1 
323258 - [3] 1789,1 
323276 - [520] 1829,1 
323291 - [158] 1790,1 
323294 - [176] 1829,1 
323297 - [151] 1789,1 
323321 - [45] 1785,9 
323410 - [37] 1785,9 
323420 - [165] 1785,9 
323439 - [507] 1790,1 
323444 - [143] 1789,1 
323454 - [66] 1829,1 
323460 - [238] 1790,1 
323467 - [14] 1789,1 
323477 - [20] 1829,1 
323540 - [207] 1785,9 
323566 - [103] 1841,1 
323737 - [349] 1790,1 
323743 - [25] 1789,1 
323855 - [383] 1790,1 
323857 - [336] 1789,1 
323866 - [46] 1851,2 
323973 - [79] 1790,1 
323975 - [144] 1789,1 
324186 - [10] 1792,2 
324250 - [213] 1820,8 
324317 - [42] 1829,1 
324320 - [298] 1799,1 
324387 - [74] 1799,1 
324389 - [507] 1853,8 
324397 - [93] 1859,7 
324409 - [4] 1792,7 
324416 - [341] 1826,4 
324437 - [10] 1829,1 
324456 - [48] 1859,7 
324483 - [7] 1792,7 
324622 - [270] 1795,1 
324623 - [65] 1794,2 
324624 - [91] 1792,7 
324631 - [52] 1795,1 
324653 - [24] 1887,5 
324696 - [39] 1799,1 
324729 - [167] 1883,6 
324794 - [262] 1884,9 
324827 - [54] 1883,6 
324867 - [36] 1799,1 
324868 - [106] 1889,3 
324888 - [127] 1868,2 
324891 - [115] 1847,6 
324901 - [125] 1799,1 
324954 - [65] 1829,1 
324962 - [25] 1799,1 
324975 - [290] 1808,7 
324985 - [294] 1829,1 
324991 - [63] 1829,1 
325017 - [210] 1829,1 
325030 - [32] 1910,2 
325051 - [662] 1868,2 
325081 - [47] 1799,1 
325091 - [95] 1799,1 
325111 - [73] 1799,1 
325132 - [113] 1808,7 
325162 - [847] 1887,5 
325196 - [522] 1808,7 
325362 - [101] 1797,0 
325402 - [168] 1841,6 
325439 - [291] 1868,2 
325526 - [506] 1799,1 
325542 - [470] 1829,1 
325545 - [135] 1859,7 
325577 - [90] 1850,6 
325614 - [40] 1883,2 
325636 - [242] 1799,1 
325674 - [70] 1859,7 
325781 - [363] 1800,8 
325784 - [159] 1799,1 
325823 - [838] 1803,5 
325869 - [125] 1829,1 
325889 - [518] 1911,9 
325903 - [187] 1808,7 
325922 - [33] 1880,4 
326058 - [5] 1848,7 
326173 - [117] 1802,0 
326259 - [28] 1829,1 
326261 - [240] 1859,7 
326273 - [227] 1803,5 
326280 - [20] 1879,6 
326288 - [46] 1808,7 
326290 - [69] 1803,5 
326323 - [146] 1808,7 
326371 - [102] 1885,7 
326388 - [117] 1803,5 
326392 - [401] 1850,8 
326397 - [148] 1879,6 
326477 - [20] 1806,9 
326536 - [246] 1806,9 
326538 - [6] 1803,5 
326564 - [64] 1808,7 
326607 - [399] 1850,1 
326627 - [93] 1868,2 
326629 - [23] 1885,7 
326676 - [660] 1808,7 
326698 - [44] 1829,1 
326709 - [246] 1879,6 
326710 - [186] 1829,1 
326743 - [287] 1868,2 
326751 - [179] 1808,7 
326873 - [55] 1829,1 
326960 - [134] 1809,0 
326962 - [92] 1808,7 
327008 - [6] 1820,8 
327043 - [117] 1887,5 
327045 - [81] 1859,7 
327139 - [156] 1820,8 
327179 - [114] 1879,6 
327182 - [14] 1820,8 
327185 - [127] 1868,2 
327356 - [109] 1820,8 
327357 - [131] 1868,2 
327367 - [2] 1923,3 
327390 - [45] 1883,6 
327411 - [28] 1879,6 
327418 - [181] 1850,8 
327532 - [82] 1863,8 
327567 - [54] 1859,7 
327571 - [25] 1859,7 
327658 - [181] 1813,7 
327726 - [518] 1868,2 
327770 - [166] 1829,1 
327896 - [534] 1820,8 
327923 - [53] 1820,8 
327929 - [149] 1820,8 
327942 - [0] 1820,8 
327979 - [131] 1928,8 
328000 - [150] 1889,3 
328033 - [31] 1820,8 
328042 - [81] 1820,8 
328058 - [33] 1853,8 
328067 - [106] 1820,8 
328076 - [154] 1817,1 
328131 - [155] 1868,2 
328134 - [154] 1820,8 
328135 - [7] 1883,6 
328159 - [129] 1817,1 
328275 - [14] 1883,6 
328281 - [2] 1826,4 
328335 - [17] 1820,8 
328352 - [88] 1820,8 
328394 - [753] 1820,8 
328554 - [34] 1853,8 
328642 - [190] 1868,2 
328696 - [12] 1820,8 
328719 - [58] 1829,1 
328720 - [56] 1829,1 
328775 - [134] 1829,1 
328801 - [70] 1829,1 
328826 - [108] 1868,2 
328832 - [1] 1820,8 
328843 - [25] 1904,4 
328866 - [334] 1820,8 
328917 - [62] 1820,8 
328962 - [164] 1868,2 
328998 - [51] 1820,8 
329005 - [454] 1829,1 
329021 - [50] 1829,1 
329060 - [71] 1829,1 
329096 - [215] 1868,2 
329111 - [22] 1868,2 
329112 - [230] 1826,4 
329113 - [118] 1863,8 
329119 - [336] 1904,4 
329157 - [284] 1826,4 
329162 - [221] 1883,6 
329184 - [250] 1829,1 
329189 - [47] 1904,4 
329224 - [386] 1826,4 
329227 - [258] 1883,6 
329263 - [53] 1830,2 
329308 - [208] 1826,4 
329335 - [96] 1884,9 
329371 - [119] 1829,1 
329392 - [311] 1826,4 
329563 - [513] 1829,1 
329611 - [507] 1829,1 
329672 - [147] 1829,1 
329724 - [236] 1859,7 
329752 - [218] 1829,1 
329764 - [220] 1868,2 
329790 - [87] 1853,8 
329827 - [84] 1829,1 
329944 - [100] 1847,6 
329975 - [301] 1859,7 
329976 - [105] 1859,7 
330072 - [181] 1847,6 
330073 - [12] 1859,7 
330084 - [35] 1868,2 
330088 - [22] 1850,8 
330133 - [148] 1880,4 
330180 - [322] 1859,7 
330187 - [384] 1850,8 
330215 - [118] 1879,7 
330256 - [266] 1880,4 
330264 - [241] 1883,6 
330265 - [381] 1830,2 
330296 - [184] 1859,7 
330310 - [68] 1869,8 
330320 - [203] 1880,4 
330323 - [84] 1859,7 
330324 - [251] 1859,7 
330404 - [10] 1883,6 
330418 - [95] 1853,8 
330440 - [27] 1916,1 
330446 - [14] 1883,6 
330452 - [23] 1868,2 
330477 - [536] 1868,2 
330542 - [8] 1850,8 
330662 - [178] 1883,6 
330707 - [41] 1879,7 
330712 - [112] 1859,7 
330720 - [539] 1850,8 
330727 - [57] 1916,1 
330760 - [13] 1850,1 
330779 - [26] 1859,7 
330811 - [14] 1850,8 
330838 - [174] 1852,1 
330839 - [127] 1852,1 
330851 - [72] 1859,7 
330859 - [493] 1859,7 
330899 - [384] 1850,8 
330904 - [46] 1883,6 
330915 - [512] 1868,2 
330981 - [62] 1859,7 
331037 - [30] 1887,5 
331051 - [248] 1883,6 
331052 - [154] 1868,2 
331066 - [48] 1868,2 
331091 - [261] 1868,2 
331114 - [187] 1850,8 
331132 - [242] 1887,5 
331199 - [57] 1883,6 
331221 - [39] 1887,5 
331229 - [256] 1868,2 
331272 - [43] 1883,6 
331294 - [217] 1868,2 
331325 - [4] 1847,6 
331326 - [418] 1839,9 
331338 - [101] 1839,9 
331340 - [248] 1883,6 
331341 - [197] 1868,2 
331362 - [160] 1839,9 
331480 - [60] 1887,5 
331495 - [167] 1868,2 
331541 - [522] 1839,9 
331632 - [69] 1885,8 
331634 - [75] 1847,6 
331637 - [31] 1850,8 
331638 - [0] 1850,8 
331654 - [56] 1868,2 
331670 - [33] 1850,8 
331709 - [49] 1839,9 
331710 - [7] 1884,9 
331749 - [0] 1885,8 
331779 - [13] 1883,6 
331791 - [77] 1841,6 
331801 - [58] 1868,2 
331802 - [47] 1885,8 
331818 - [15] 1841,6 
331820 - [102] 1853,8 
331866 - [357] 1885,8 
331914 - [303] 1856,1 
331932 - [30] 1839,9 
331945 - [107] 1839,9 
331981 - [65] 1885,8 
332012 - [494] 1883,6 
332022 - [54] 1912,8 
332052 - [322] 1915,3 
332057 - [37] 1841,6 
332082 - [23] 1859,7 
332126 - [67] 1839,9 
332250 - [13] 1915,3 
332265 - [6] 1887,5 
332369 - [517] 1885,8 
332409 - [147] 1885,8 
332443 - [238] 1847,6 
332449 - [166] 1850,6 
332481 - [164] 1847,6 
332681 - [1] 1848,7 
332689 - [152] 1856,1 
332691 - [41] 1847,6 
332756 - [43] 1960,5 
332759 - [18] 1848,7 
332769 - [34] 1847,6 
332841 - [140] 1848,7 
332847 - [65] 1847,6 
332893 - [169] 1850,8 
332903 - [39] 1856,1 
332913 - [78] 1859,7 
332920 - [139] 1856,1 
332958 - [51] 1850,8 
332973 - [587] 1965,7 
332977 - [8] 1856,1 
332997 - [44] 1859,7 
333000 - [80] 1848,7 
333005 - [303] 1847,6 
333042 - [65] 1850,8 
333045 - [94] 1914,1 
333046 - [261] 1879,6 
333083 - [275] 1849,4 
333086 - [382] 1879,6 
333088 - [55] 1848,7 
333091 - [36] 1847,6 
333105 - [77] 1848,7 
333107 - [182] 1847,6 
333144 - [15] 1850,8 
333214 - [196] 1883,6 
333276 - [761] 1916,1 
333281 - [260] 1970,5 
333284 - [331] 1859,7 
333300 - [507] 1848,7 
333301 - [67] 1847,6 
333317 - [7] 1850,8 
333356 - [379] 1923,3 
333400 - [202] 1850,8 
333472 - [212] 1884,9 
333505 - [256] 1883,6 
333510 - [474] 1923,3 
333582 - [105] 1879,2 
333600 - [14] 1850,8 
333654 - [156] 1850,8 
333659 - [147] 1921,2 
333851 - [311] 1856,1 
333855 - [11] 1859,7 
333875 - [26] 1856,1 
333898 - [64] 1859,7 
333904 - [4] 1859,7 
333937 - [70] 1859,7 
333978 - [101] 1923,3 
334030 - [27] 1952,3 
334068 - [241] 1859,7 
334082 - [40] 1927,4 
334101 - [9] 1923,3 
334177 - [60] 1852,1 
334180 - [282] 1923,3 
334216 - [230] 1853,8 
334221 - [46] 1911,9 
334248 - [77] 1927,4 
334252 - [117] 1859,7 
334270 - [137] 1852,1 
334287 - [260] 1885,8 
334351 - [36] 1853,8 
334368 - [44] 1859,7 
334374 - [62] 1859,7 
334419 - [2] 1923,3 
334429 - [26] 1885,8 
334477 - [282] 1852,1 
334486 - [67] 1927,4 
334488 - [27] 1911,9 
334500 - [20] 1885,8 
334536 - [2] 1859,7 
334562 - [77] 1853,8 
334563 - [115] 1859,7 
334598 - [25] 1859,7 
334607 - [134] 1859,7 
334613 - [43] 1859,7 
334620 - [13] 1927,4 
334638 - [10] 1853,8 
334648 - [96] 1910,2 
334656 - [70] 1981,3 
334666 - [849] 1885,8 
334710 - [242] 1883,6 
334735 - [2] 1856,1 
334744 - [23] 1923,3 
334780 - [45] 2011,2 
334784 - [138] 1885,8 
334860 - [119] 1883,6 
334886 - [2] 1853,8 
334907 - [95] 1927,4 
335013 - [126] 1952,3 
335031 - [41] 1910,7 
335065 - [65] 1879,4 
335077 - [26] 1893,5 
335085 - [109] 1923,3 
335147 - [345] 1885,8 
335152 - [346] 1927,4 
335163 - [175] 1879,4 
335206 - [76] 1880,4 
335271 - [100] 1855,6 
335367 - [122] 1879,4 
335407 - [56] 1879,4 
335425 - [6] 1885,8 
335436 - [334] 1859,7 
335446 - [53] 1859,7 
335484 - [142] 1885,8 
335492 - [103] 1868,2 
335520 - [110] 2028,8 
335546 - [542] 1868,2 
335696 - [120] 1859,7 
335709 - [77] 1859,7 
335742 - [162] 1927,4 
335753 - [105] 1859,7 
335762 - [31] 1859,7 
335835 - [6] 1871,1 
335859 - [31] 1859,7 
335896 - [7] 1859,7 
335904 - [92] 1927,4 
335910 - [111] 1871,1 
335919 - [14] 1871,1 
335930 - [316] 1871,1 
335948 - [139] 1880,4 
335960 - [11] 1883,6 
335962 - [154] 1871,1 
336021 - [62] 1879,4 
336028 - [98] 1883,6 
336033 - [9] 1867,3 
336079 - [9] 1880,4 
336091 - [23] 1859,7 
336097 - [1] 1880,4 
336103 - [196] 1883,6 
336153 - [25] 1871,1 
336157 - [0] 1887,5 
336158 - [229] 1883,6 
336179 - [42] 1879,4 
336185 - [202] 1879,7 
336188 - [95] 1879,4 
336191 - [132] 1859,7 
336205 - [66] 1871,1 
336230 - [289] 1883,6 
336231 - [227] 1859,7 
336239 - [53] 1859,7 
336260 - [146] 1927,4 
336294 - [66] 1927,4 
336306 - [175] 1869,8 
336406 - [29] 1859,7 
336432 - [109] 1859,5 
336493 - [39] 1879,4 
336516 - [194] 1871,1 
336531 - [36] 1885,8 
336558 - [75] 1887,5 
336562 - [167] 1879,4 
336633 - [15] 1885,8 
336638 - [340] 1869,2 
336642 - [24] 1868,2 
336657 - [142] 1879,4 
336678 - [47] 1989,7 
336749 - [273] 1885,8 
336781 - [79] 1904,4 
336792 - [204] 1879,4 
336813 - [226] 1885,8 
336853 - [30] 1869,8 
336856 - [192] 1911,9 
336975 - [33] 1869,2 
336980 - [6] 1868,2 
336990 - [70] 1883,6 
336994 - [1040] 1879,4 
337016 - [40] 1871,1 
337052 - [223] 1871,1 
337062 - [374] 1869,2 
337065 - [153] 1868,2 
337082 - [663] 1871,1 
337089 - [57] 1871,1 
337095 - [125] 1871,1 
337102 - [15] 1887,5 
337104 - [3] 1912,8 
337133 - [178] 1911,9 
337159 - [63] 1883,6 
337196 - [151] 1869,2 
337197 - [131] 1868,2 
337294 - [52] 1911,9 
337331 - [56] 1914,1 
337342 - [114] 1871,1 
337372 - [15] 1893,5 
337416 - [40] 1871,1 
337432 - [181] 2024,5 
337436 - [743] 1879,6 
337437 - [123] 1879,4 
337438 - [142] 1911,9 
337460 - [187] 1953,5 
337462 - [83] 1885,8 
337465 - [38] 1879,4 
337469 - [20] 1879,7 
337479 - [272] 1880,3 
337483 - [173] 1880,4 
337512 - [223] 1879,4 
337528 - [173] 1879,4 
337546 - [386] 1879,4 
337583 - [155] 1879,4 
337594 - [78] 1885,7 
337616 - [7] 1927,4 
337708 - [54] 1871,1 
337711 - [126] 1879,4 
337720 - [67] 1885,8 
337730 - [8] 1885,8 
337764 - [137] 1927,4 
337769 - [7] 1911,9 
337794 - [73] 1871,1 
337813 - [2] 1879,4 
337842 - [480] 1916,1 
337844 - [129] 1880,3 
337868 - [54] 1879,4 
337881 - [91] 2011,2 
337893 - [203] 1885,8 
337919 - [99] 1911,9 
337924 - [111] 1871,1 
337964 - [10] 1927,4 
337979 - [87] 1887,5 
338007 - [187] 1927,4 
338033 - [124] 1889,3 
338062 - [152] 1885,8 
338088 - [97] 1887,5 
338097 - [33] 1879,6 
338124 - [330] 1885,8 
338144 - [27] 1885,8 
338171 - [144] 1885,8 
338212 - [10] 1911,9 
338222 - [624] 1911,9 
338244 - [31] 1885,8 
338259 - [202] 1969,6 
338311 - [22] 1889,9 
338362 - [6] 1885,8 
338368 - [158] 1884,9 
338370 - [93] 1889,8 
338385 - [135] 1876,7 
338415 - [129] 1884,9 
338493 - [74] 1876,7 
338523 - [96] 1884,9 
338530 - [281] 1880,4 
338556 - [49] 1879,6 
338573 - [114] 1876,7 
338583 - [52] 1879,6 
338600 - [93] 1879,6 
338605 - [68] 1879,6 
338609 - [269] 1879,6 
338635 - [233] 1884,9 
338640 - [95] 1880,4 
338648 - [42] 1879,6 
338685 - [138] 1884,9 
338707 - [9] 1887,5 
338723 - [145] 1885,8 
338746 - [47] 1879,7 
338762 - [145] 1885,8 
338788 - [100] 1916,1 
338816 - [91] 1886,5 
338817 - [38] 1885,8 
338828 - [18] 1880,3 
338839 - [203] 1879,7 
338843 - [20] 1885,8 
338853 - [119] 1887,5 
338855 - [92] 1879,6 
338874 - [22] 1880,3 
338876 - [150] 1885,8 
338880 - [36] 1880,3 
338881 - [6] 1884,9 
338892 - [310] 1879,7 
338914 - [81] 1952,9 
338959 - [114] 1887,5 
338962 - [218] 1880,3 
338968 - [15] 1879,7 
338973 - [3] 1887,5 
338981 - [367] 1885,8 
339019 - [17] 1880,3 
339023 - [45] 1879,7 
339121 - [303] 1877,0 
339138 - [100] 1927,4 
339152 - [44] 1889,8 
339153 - [71] 1880,3 
339159 - [210] 1885,8 
339164 - [55] 1893,5 
339211 - [1] 1885,8 
339217 - [4] 1880,3 
339223 - [287] 1879,7 
339230 - [62] 1892,9 
339250 - [330] 1879,6 
339280 - [68] 1884,9 
339286 - [275] 1887,5 
339287 - [101] 1879,6 
339314 - [133] 1880,3 
339316 - [377] 1879,7 
339369 - [68] 1927,4 
339373 - [92] 1885,8 
339377 - [171] 1884,9 
339403 - [226] 1884,9 
339425 - [214] 1884,9 
339430 - [111] 1885,7 
339473 - [143] 1880,3 
339474 - [299] 1879,6 
339500 - [65] 1889,9 
339507 - [58] 1927,4 
339574 - [48] 1887,5 
339679 - [182] 1884,9 
339689 - [157] 1883,6 
339691 - [33] 1885,8 
339697 - [256] 2017,5 
339710 - [56] 1887,5 
339722 - [120] 1904,4 
339724 - [46] 1889,3 
339725 - [117] 1884,9 
339730 - [105] 1883,6 
339742 - [148] 1887,5 
339750 - [53] 1889,3 
339761 - [120] 1887,5 
339762 - [41] 1916,1 
339772 - [215] 1916,1 
339785 - [69] 1884,9 
339786 - [141] 1916,1 
339788 - [241] 1885,8 
339789 - [147] 1883,6 
339814 - [14] 1885,8 
339821 - [253] 1914,1 
339935 - [173] 1885,8 
339936 - [89] 1904,4 
339945 - [168] 1884,9 
339950 - [201] 1883,6 
340048 - [143] 1904,4 
340051 - [24] 1883,6 
340092 - [74] 1889,3 
340106 - [115] 1887,5 
340109 - [242] 1960,5 
340113 - [277] 1884,9 
340115 - [549] 1883,6 
340143 - [129] 1885,8 
340173 - [32] 1887,5 
340178 - [77] 1885,8 
340234 - [160] 1984,5 
340236 - [61] 1889,3 
340264 - [253] 1887,5 
340274 - [19] 1885,8 
340275 - [146] 1889,3 
340298 - [53] 1884,9 
340299 - [298] 1883,6 
340364 - [184] 1885,8 
340377 - [122] 1889,3 
340382 - [203] 1916,1 
340385 - [5] 1904,4 
340427 - [638] 1906,2 
340473 - [21] 1887,5 
340497 - [276] 1904,4 
340533 - [224] 1885,8 
340549 - [205] 1889,3 
340570 - [59] 1904,4 
340581 - [418] 1904,4 
340601 - [144] 1904,4 
340618 - [137] 1889,3 
340624 - [59] 1887,5 
340640 - [160] 1885,0 
340678 - [260] 1885,0 
340680 - [101] 1885,8 
340681 - [52] 1885,0 
340700 - [31] 1885,7 
340721 - [261] 1885,0 
340722 - [328] 1885,0 
340725 - [90] 1885,8 
340777 - [476] 1889,9 
340795 - [12] 1889,3 
340869 - [87] 1927,4 
340897 - [16] 1904,4 
340919 - [162] 1924,4 
340977 - [9] 1889,3 
341001 - [182] 1904,4 
341064 - [60] 1904,4 
341091 - [121] 1904,4 
341103 - [20] 1916,1 
341142 - [47] 1911,9 
341157 - [112] 1911,9 
341159 - [80] 1889,3 
341176 - [63] 1988,8 
341180 - [366] 1981,3 
341192 - [154] 1911,9 
341237 - [1] 1894,2 
341241 - [31] 1904,4 
341277 - [647] 1904,4 
341305 - [308] 1904,4 
341396 - [87] 1904,4 
341399 - [11] 1904,4 
341411 - [78] 1981,3 
341423 - [120] 1904,4 
341425 - [23] 1894,2 
341440 - [125] 1916,1 
341442 - [125] 1918,3 
341500 - [7] 1904,4 
341505 - [212] 2024,3 
341506 - [0] 1894,2 
341514 - [42] 2007,9 
341528 - [552] 1906,2 
341569 - [133] 1894,2 
341572 - [163] 1961,4 
341585 - [125] 1894,2 
341586 - [389] 1893,5 
341587 - [21] 1892,9 
341653 - [404] 1904,4 
341667 - [22] 1906,2 
341717 - [376] 2020,7 
341759 - [85] 1904,4 
341823 - [65] 1958,1 
341855 - [399] 1906,2 
341962 - [77] 1916,1 
341964 - [122] 1894,2 
341992 - [121] 1904,4 
342009 - [56] 1916,1 
342130 - [20] 1906,2 
342175 - [60] 1952,3 
342198 - [436] 1918,8 
342243 - [39] 1904,4 
342245 - [6] 1918,8 
342266 - [105] 1906,2 
342273 - [195] 1981,3 
342425 - [155] 1918,8 
342428 - [51] 1918,8 
342441 - [288] 1911,9 
342451 - [185] 1918,8 
342452 - [96] 1910,2 
342475 - [5] 1904,4 
342482 - [16] 1953,5 
342495 - [40] 1969,6 
342538 - [133] 1918,8 
342604 - [3] 1904,4 
342620 - [4] 1911,9 
342632 - [115] 1910,2 
342661 - [1] 1918,8 
342789 - [1] 1906,2 
342860 - [182] 1918,8 
342892 - [111] 1911,9 
342900 - [5] 1910,2 
342903 - [76] 1904,4 
342946 - [62] 1914,1 
343015 - [87] 1963,8 
343041 - [205] 1911,9 
343047 - [109] 1910,2 
343109 - [293] 1988,8 
343152 - [204] 1906,2 
343156 - [17] 1923,3 
343239 - [21] 1924,4 
343273 - [9] 1904,4 
343427 - [3] 1988,8 
343473 - [70] 1911,9 
343484 - [17] 1910,2 
343487 - [112] 1979,1 
343495 - [384] 1918,8 
343511 - [76] 1906,2 
343622 - [153] 1904,4 
343682 - [144] 1904,4 
343746 - [73] 1921,2 
343821 - [62] 1918,8 
343939 - [162] 1911,9 
343941 - [104] 1910,2 
343967 - [27] 1988,8 
343968 - [83] 2014,2 
344121 - [382] 2028,8 
344162 - [109] 1916,1 
344168 - [64] 1914,4 
344313 - [8] 1912,0 
344314 - [117] 1911,9 
344315 - [308] 1910,2 
344590 - [37] 2028,8 
344696 - [43] 1952,3 
344729 - [14] 1916,1 
344733 - [276] 1914,4 
344932 - [22] 1923,3 
344996 - [169] 1923,3 
345069 - [126] 1918,8 
345137 - [431] 1960,5 
345292 - [31] 2003,1 
345428 - [63] 1963,8 
345492 - [3] 2041,4 
345547 - [41] 1951,5 
345605 - [147] 1965,7 
345625 - [40] 1927,4 
345645 - [96] 2003,1 
345770 - [60] 1923,0 
345771 - [86] 1923,3 
345797 - [71] 1923,3 
346453 - [206] 2003,1 
346486 - [250] 1927,4 
346582 - [237] 1969,6 
347020 - [461] 2003,1 
347671 - [22] 1939,2 
347830 - [30] 2003,1 
347914 - [256] 2003,1 
348122 - [393] 1939,2 
348125 - [114] 2034,6 
348435 - [13] 1939,2 
348462 - [169] 1939,2 
348465 - [130] 1939,2 
348477 - [106] 1939,2 
348564 - [91] 1939,2 
348587 - [100] 2002,7 
348612 - [27] 1980,5 
348745 - [113] 1979,1 
348751 - [122] 1980,5 
348852 - [61] 1951,5 
348871 - [64] 1951,5 
349053 - [32] 1965,7 
349092 - [20] 1965,7 
349096 - [762] 1965,7 
349172 - [22] 2040,2 
349190 - [55] 1980,5 
349554 - [11] 1965,7 
349562 - [252] 1951,5 
349589 - [215] 1951,5 
349663 - [245] 1980,5 
349672 - [107] 2024,3 
349690 - [445] 1951,5 
349702 - [5] 1951,5 
349729 - [122] 1951,5 
349744 - [50] 2011,4 
349856 - [53] 1951,5 
349925 - [92] 1951,5 
350048 - [92] 1951,5 
350131 - [37] 1951,5 
350235 - [58] 1965,7 
350346 - [69] 1979,6 
350555 - [187] 1960,5 
350565 - [329] 1960,5 
350579 - [524] 1960,5 
350637 - [201] 2040,8 
350704 - [188] 1949,2 
350706 - [24] 1949,2 
350719 - [152] 1949,2 
350761 - [7] 1981,3 
350785 - [76] 1949,2 
350799 - [34] 1949,2 
350830 - [464] 1960,5 
350912 - [179] 1960,5 
350925 - [41] 1952,3 
350960 - [89] 1960,5 
351046 - [81] 1960,5 
351104 - [56] 1984,2 
351192 - [34] 1984,5 
351212 - [7] 2053,8 
351215 - [96] 1963,8 
351269 - [61] 1956,8 
351299 - [65] 1952,3 
351306 - [73] 1951,5 
351347 - [19] 1970,5 
351374 - [226] 1960,5 
351391 - [0] 1980,1 
351422 - [105] 1956,8 
351435 - [54] 1981,3 
351465 - [3] 1956,8 
351469 - [74] 1963,8 
351520 - [48] 1952,3 
351525 - [260] 1952,3 
351530 - [155] 1951,5 
351532 - [145] 1951,5 
351538 - [149] 1952,3 
351544 - [168] 1951,5 
351554 - [18] 1963,8 
351598 - [132] 1963,8 
351611 - [22] 1980,5 
351613 - [40] 1952,3 
351615 - [61] 1951,5 
351622 - [324] 1952,3 
351623 - [68] 1951,5 
351662 - [15] 1956,8 
351680 - [28] 1963,8 
351753 - [54] 1999,8 
351875 - [84] 1957,5 
351883 - [49] 1956,8 
351885 - [27] 1969,6 
351890 - [153] 1957,5 
351893 - [21] 1957,5 
351896 - [241] 1956,8 
351898 - [40] 1956,8 
351910 - [300] 1953,9 
351912 - [3] 1953,9 
351919 - [66] 1953,9 
351958 - [347] 1957,5 
351961 - [65] 1956,8 
351968 - [426] 1957,5 
351969 - [377] 1953,9 
351971 - [162] 1956,8 
351976 - [542] 1953,9 
351977 - [200] 1960,5 
351983 - [612] 1979,1 
351990 - [141] 1963,8 
352014 - [6] 1960,5 
352018 - [37] 1957,5 
352019 - [453] 1956,8 
352024 - [204] 1953,5 
352039 - [397] 1961,4 
352057 - [109] 1960,5 
352101 - [13] 1960,5 
352111 - [21] 1980,5 
352136 - [169] 1963,8 
352168 - [45] 1970,5 
352192 - [373] 1980,5 
352217 - [226] 2046,1 
352226 - [798] 1980,5 
352247 - [13] 1986,5 
352267 - [311] 1963,8 
352288 - [81] 1979,1 
352312 - [45] 2052,7 
352323 - [79] 1980,5 
352349 - [148] 1999,8 
352395 - [280] 1979,1 
352420 - [38] 1980,5 
352459 - [152] 1999,8 
352470 - [45] 1970,5 
352483 - [82] 1961,4 
352487 - [118] 1969,6 
352491 - [54] 1960,5 
352500 - [353] 1961,4 
352503 - [102] 1961,4 
352506 - [226] 1960,5 
352508 - [36] 1960,5 
352537 - [137] 1979,1 
352568 - [190] 1979,1 
352582 - [139] 1961,4 
352584 - [168] 1963,8 
352588 - [59] 1960,5 
352599 - [150] 1961,4 
352602 - [315] 1960,5 
352665 - [115] 1961,0 
352666 - [61] 1960,5 
352675 - [53] 1961,0 
352714 - [11] 1980,5 
352717 - [270] 1980,5 
352726 - [625] 1980,5 
352737 - [59] 1963,8 
352742 - [259] 1979,1 
352755 - [104] 1999,8 
352756 - [40] 1963,8 
352758 - [97] 1979,1 
352760 - [321] 1963,8 
352777 - [28] 1999,8 
352785 - [107] 1979,1 
352797 - [25] 1963,8 
352835 - [81] 1980,5 
352847 - [17] 1980,5 
352895 - [153] 1989,7 
352933 - [22] 1989,7 
353108 - [141] 1984,5 
353152 - [184] 1965,7 
353170 - [38] 1989,7 
353171 - [15] 1965,7 
353182 - [476] 1963,8 
353208 - [415] 2076,8 
353267 - [54] 1965,7 
353274 - [92] 1963,8 
353324 - [37] 1965,7 
353326 - [322] 1963,8 
353394 - [267] 1980,5 
353416 - [2] 1989,7 
353507 - [210] 1989,7 
353522 - [219] 1980,5 
353584 - [210] 2011,4 
353634 - [165] 1969,6 
353675 - [0] 1971,1 
353731 - [48] 1970,5 
353733 - [53] 1969,0 
353753 - [143] 1969,0 
353786 - [54] 1969,0 
353787 - [15] 1969,0 
353845 - [42] 1980,5 
353851 - [369] 1984,2 
353895 - [80] 1984,5 
353900 - [224] 1989,7 
354009 - [74] 1984,5 
354017 - [498] 1989,7 
354018 - [51] 1980,5 
354027 - [154] 1980,5 
354028 - [238] 1984,2 
354057 - [19] 1989,7 
354131 - [140] 1989,7 
354159 - [32] 1980,5 
354205 - [323] 1980,5 
354217 - [10] 1979,1 
354246 - [186] 1979,1 
354252 - [337] 1979,1 
354269 - [141] 1981,3 
354278 - [94] 1981,3 
354282 - [99] 2028,8 
354296 - [10] 1979,6 
354345 - [94] 1989,7 
354422 - [40] 1984,5 
354424 - [58] 1989,7 
