12359 - [51] 71,8 
12361 - [155] 71,9 
12371 - [42] 64,4 
12446 - [13] 90,6 
12451 - [477] 96,5 
12525 - [3] 71,8 
12529 - [64] 71,9 
12537 - [115] 93,5 
12549 - [2] 66,4 
12550 - [41] 66,4 
12555 - [445] 66,4 
12559 - [159] 64,4 
12565 - [12] 64,4 
12575 - [352] 66,4 
12591 - [11] 64,4 
12697 - [126] 61,0 
12698 - [75] 61,0 
12764 - [154] 61,0 
12815 - [45] 71,8 
12819 - [20] 66,4 
12827 - [239] 93,5 
12839 - [223] 156,2 
12872 - [39] 71,8 
12873 - [77] 66,4 
12895 - [145] 71,8 
12897 - [73] 66,4 
12898 - [132] 66,4 
12910 - [368] 93,5 
12911 - [53] 71,8 
12914 - [99] 66,4 
12931 - [154] 66,4 
12944 - [192] 71,8 
12987 - [94] 183,7 
13038 - [5] 71,8 
13051 - [334] 66,4 
13059 - [4] 71,8 
13060 - [27] 71,8 
13084 - [50] 71,8 
13093 - [156] 71,8 
13100 - [134] 90,6 
13103 - [133] 71,8 
13120 - [293] 66,4 
13139 - [14] 93,5 
13146 - [207] 66,4 
13181 - [193] 93,5 
13193 - [90] 66,4 
13254 - [189] 66,4 
13331 - [211] 64,4 
13345 - [140] 64,4 
13357 - [378] 116,7 
13359 - [75] 66,4 
13364 - [3] 90,3 
13385 - [123] 71,8 
13450 - [173] 82,9 
13462 - [0] 64,4 
13500 - [58] 71,8 
13514 - [191] 72,9 
13515 - [21] 66,4 
13581 - [169] 71,8 
13605 - [54] 66,4 
13623 - [156] 66,4 
13628 - [79] 66,4 
13646 - [4] 71,1 
13661 - [403] 66,4 
13682 - [19] 183,7 
13691 - [238] 93,5 
13766 - [6] 66,4 
13847 - [333] 71,8 
13854 - [67] 71,8 
13938 - [53] 71,8 
13954 - [176] 71,8 
13960 - [152] 71,8 
13963 - [127] 93,5 
13987 - [19] 69,0 
14013 - [70] 69,0 
14016 - [671] 69,0 
14039 - [44] 69,0 
14105 - [126] 68,0 
14200 - [71] 71,8 
14210 - [249] 93,5 
14211 - [50] 82,9 
14235 - [218] 135,7 
14322 - [70] 71,8 
14357 - [338] 93,5 
14436 - [131] 70,0 
14532 - [253] 93,5 
14534 - [169] 116,7 
14578 - [65] 74,7 
14627 - [202] 74,3 
14638 - [32] 81,4 
14646 - [293] 81,2 
14659 - [45] 79,1 
14682 - [413] 114,6 
14687 - [218] 74,3 
14696 - [883] 72,2 
14750 - [56] 72,2 
14786 - [30] 93,5 
14808 - [80] 72,2 
14833 - [267] 74,3 
14843 - [202] 72,2 
14860 - [48] 74,3 
14863 - [318] 74,3 
14872 - [362] 72,2 
14934 - [150] 93,5 
14963 - [41] 83,6 
14975 - [38] 133,6 
14978 - [114] 74,3 
14981 - [131] 74,3 
15030 - [78] 74,3 
15073 - [106] 81,4 
15106 - [369] 74,3 
15160 - [315] 74,3 
15198 - [144] 74,3 
15199 - [104] 73,2 
15284 - [58] 93,5 
15336 - [2] 93,5 
15339 - [36] 167,1 
15397 - [75] 93,5 
15511 - [70] 169,7 
15566 - [28] 79,8 
15593 - [89] 90,9 
15615 - [81] 181,5 
15757 - [37] 81,4 
15769 - [60] 167,1 
15873 - [35] 93,5 
15885 - [78] 93,5 
15936 - [381] 156,2 
15966 - [159] 169,7 
15978 - [49] 93,5 
16047 - [37] 93,5 
16071 - [18] 79,8 
16095 - [217] 79,8 
16144 - [308] 82,9 
16146 - [2] 79,8 
16202 - [242] 79,8 
16212 - [24] 93,5 
16235 - [39] 79,8 
16259 - [280] 157,9 
16360 - [72] 83,6 
16442 - [26] 93,5 
16480 - [89] 117,9 
16510 - [345] 81,2 
16564 - [242] 81,2 
16592 - [13] 81,2 
16606 - [21] 135,1 
16625 - [120] 93,5 
16683 - [12] 114,6 
16689 - [29] 117,9 
16701 - [27] 93,5 
16729 - [17] 93,5 
16781 - [261] 93,5 
16792 - [6] 93,5 
16980 - [310] 82,9 
16988 - [403] 127,7 
17024 - [212] 93,5 
17143 - [55] 93,5 
17165 - [283] 90,3 
17200 - [29] 93,5 
17206 - [153] 90,3 
17233 - [174] 90,3 
17256 - [39] 93,5 
17276 - [138] 90,3 
17295 - [465] 83,8 
17297 - [176] 135,1 
17310 - [54] 135,1 
17345 - [39] 93,5 
17358 - [351] 168,8 
17390 - [32] 90,3 
17395 - [131] 93,5 
17397 - [86] 93,5 
17471 - [341] 88,9 
17472 - [256] 88,9 
17734 - [14] 90,3 
17761 - [40] 93,5 
17798 - [44] 90,3 
17860 - [158] 93,5 
17877 - [544] 93,5 
17890 - [70] 90,3 
17892 - [408] 90,6 
17903 - [13] 117,4 
17937 - [52] 126,7 
17980 - [89] 89,0 
17990 - [313] 89,0 
18012 - [3] 89,0 
18070 - [11] 93,5 
18098 - [338] 90,3 
18103 - [39] 96,9 
18138 - [161] 177,6 
18179 - [206] 106,2 
18220 - [125] 93,3 
18233 - [268] 90,3 
18253 - [51] 93,3 
18297 - [302] 93,0 
18303 - [470] 93,0 
18311 - [19] 90,3 
18321 - [10] 93,0 
18322 - [91] 93,0 
18323 - [92] 93,0 
18325 - [125] 93,0 
18329 - [349] 90,9 
18342 - [94] 93,0 
18396 - [208] 96,9 
18433 - [254] 129,2 
18454 - [90] 106,2 
18501 - [39] 106,2 
18520 - [105] 106,2 
18539 - [39] 106,2 
18551 - [187] 96,9 
18606 - [63] 95,7 
18631 - [75] 95,0 
18632 - [125] 95,0 
18640 - [144] 95,0 
18641 - [128] 95,0 
18646 - [163] 95,0 
18651 - [118] 95,0 
18652 - [22] 95,7 
18679 - [320] 95,7 
18707 - [477] 94,0 
18723 - [329] 94,0 
18751 - [110] 94,0 
18752 - [571] 94,8 
18753 - [43] 94,0 
18781 - [168] 94,0 
18838 - [290] 106,2 
18845 - [197] 111,8 
18935 - [153] 135,1 
19045 - [210] 139,9 
19052 - [133] 135,1 
19070 - [406] 139,9 
19072 - [132] 106,2 
19106 - [64] 106,2 
19118 - [89] 133,3 
19181 - [38] 135,1 
19234 - [528] 106,2 
19249 - [230] 156,2 
19263 - [475] 167,1 
19278 - [89] 129,2 
19306 - [309] 111,8 
19321 - [60] 106,2 
19401 - [100] 135,1 
19443 - [44] 111,8 
19451 - [24] 135,1 
19452 - [239] 129,2 
19456 - [234] 114,6 
19479 - [4] 111,8 
19521 - [68] 135,1 
19543 - [131] 129,2 
19567 - [114] 111,8 
19620 - [66] 135,1 
19622 - [415] 114,6 
19630 - [230] 116,9 
19636 - [27] 106,2 
19643 - [24] 139,9 
19672 - [129] 114,6 
19674 - [169] 116,9 
19729 - [47] 111,8 
19753 - [101] 114,6 
19823 - [532] 116,9 
19861 - [379] 111,8 
19870 - [208] 111,8 
19909 - [115] 111,8 
19910 - [54] 114,6 
19915 - [260] 106,2 
19966 - [43] 167,1 
20037 - [36] 101,0 
20120 - [4] 106,2 
20150 - [172] 129,2 
20156 - [430] 114,6 
20178 - [184] 111,8 
20189 - [20] 106,2 
20193 - [16] 116,9 
20201 - [150] 193,7 
20225 - [406] 106,2 
20267 - [149] 106,2 
20270 - [25] 106,2 
20280 - [17] 214,5 
20281 - [81] 167,1 
20287 - [88] 116,9 
20312 - [268] 114,6 
20368 - [311] 106,2 
20393 - [341] 116,7 
20469 - [68] 116,9 
20482 - [127] 135,2 
20497 - [31] 116,9 
20513 - [154] 116,9 
20527 - [17] 106,2 
20583 - [7] 106,2 
20845 - [161] 114,6 
20953 - [142] 114,6 
20956 - [339] 116,9 
20968 - [15] 116,7 
21021 - [224] 107,0 
21025 - [8] 107,7 
21101 - [213] 132,8 
21103 - [12] 116,7 
21131 - [56] 116,9 
21136 - [265] 181,5 
21144 - [184] 135,1 
21155 - [169] 111,8 
21168 - [295] 140,2 
21214 - [111] 143,2 
21246 - [29] 143,2 
21263 - [32] 126,7 
21268 - [91] 114,6 
21270 - [170] 111,8 
21293 - [118] 116,9 
21343 - [4] 114,6 
21422 - [0] 114,6 
21477 - [145] 169,7 
21482 - [31] 173,1 
21499 - [60] 114,6 
21501 - [40] 116,7 
21515 - [275] 116,9 
21561 - [119] 111,8 
21579 - [159] 111,8 
21586 - [131] 116,9 
21614 - [49] 169,7 
21670 - [1] 111,8 
21777 - [97] 116,9 
21815 - [47] 126,7 
21865 - [177] 116,9 
21871 - [237] 116,9 
21889 - [119] 157,9 
21937 - [17] 143,2 
21950 - [148] 114,6 
21973 - [280] 114,6 
21986 - [22] 135,1 
22002 - [17] 114,0 
22011 - [123] 114,0 
22044 - [464] 114,0 
22134 - [283] 167,1 
22148 - [38] 183,7 
22149 - [38] 183,7 
22153 - [251] 186,6 
22244 - [148] 208,1 
22253 - [60] 139,9 
22279 - [73] 116,9 
22293 - [119] 116,9 
22311 - [43] 135,1 
22319 - [47] 116,9 
22320 - [23] 156,2 
22410 - [235] 212,7 
22435 - [420] 169,7 
22448 - [152] 135,1 
22451 - [131] 183,7 
22531 - [217] 135,1 
22545 - [158] 135,1 
22611 - [252] 214,5 
22715 - [6] 161,9 
22726 - [138] 167,9 
22742 - [201] 156,2 
22754 - [52] 161,3 
22775 - [49] 157,9 
22792 - [428] 181,3 
22823 - [325] 133,3 
22842 - [295] 169,7 
22856 - [51] 135,1 
22865 - [98] 140,2 
22898 - [201] 140,2 
22903 - [6] 157,9 
22915 - [3] 180,1 
22944 - [55] 135,1 
22965 - [151] 156,2 
22967 - [31] 156,2 
22984 - [296] 140,2 
22995 - [53] 121,9 
23010 - [180] 161,3 
23067 - [25] 140,2 
23076 - [46] 126,7 
23116 - [0] 135,1 
23126 - [193] 180,1 
23133 - [88] 140,2 
23146 - [7] 133,3 
23160 - [188] 157,9 
23161 - [65] 135,1 
23175 - [393] 135,1 
23181 - [615] 181,3 
23195 - [67] 145,9 
23197 - [28] 213,9 
23224 - [154] 208,1 
23225 - [62] 157,9 
23285 - [92] 121,9 
23318 - [18] 121,9 
23446 - [88] 212,7 
23468 - [235] 135,1 
23510 - [134] 148,2 
23558 - [374] 156,2 
23777 - [164] 127,7 
23825 - [157] 126,7 
23854 - [49] 135,1 
23871 - [64] 127,7 
23882 - [239] 126,7 
23886 - [200] 126,7 
23907 - [110] 193,4 
23929 - [81] 127,7 
23952 - [73] 127,7 
23965 - [504] 126,7 
23977 - [58] 135,1 
24050 - [223] 193,4 
24065 - [120] 137,9 
24083 - [99] 126,7 
24097 - [80] 126,7 
24124 - [27] 127,7 
24125 - [101] 127,7 
24154 - [54] 135,1 
24165 - [627] 135,1 
24243 - [616] 127,7 
24261 - [379] 161,3 
24315 - [167] 213,9 
24345 - [146] 135,1 
24366 - [94] 193,4 
24367 - [282] 127,7 
24375 - [24] 135,1 
24385 - [7] 193,4 
24418 - [102] 193,4 
24441 - [105] 129,2 
24603 - [102] 139,9 
24655 - [37] 193,4 
24659 - [0] 193,4 
24660 - [204] 127,7 
24683 - [494] 135,1 
24700 - [243] 135,1 
24748 - [126] 127,7 
24790 - [35] 135,2 
24833 - [218] 193,4 
24874 - [195] 127,7 
24890 - [77] 127,7 
24956 - [77] 135,1 
24965 - [32] 135,7 
24967 - [113] 135,7 
24982 - [129] 135,7 
25003 - [338] 132,8 
25016 - [32] 135,7 
25031 - [15] 142,8 
25054 - [0] 217,7 
25126 - [113] 135,7 
25135 - [28] 129,2 
25162 - [573] 200,8 
25168 - [114] 173,1 
25185 - [172] 135,7 
25193 - [328] 135,7 
25202 - [435] 135,7 
25240 - [148] 129,2 
25255 - [20] 129,2 
25258 - [230] 183,7 
25267 - [132] 142,8 
25287 - [19] 208,4 
25344 - [53] 135,7 
25376 - [32] 169,7 
25382 - [555] 217,7 
25402 - [431] 217,7 
25409 - [156] 135,7 
25411 - [147] 132,8 
25412 - [245] 132,8 
25423 - [159] 142,8 
25430 - [87] 132,8 
25432 - [149] 132,8 
25438 - [111] 142,8 
25447 - [59] 183,7 
25467 - [143] 135,7 
25481 - [482] 135,7 
25493 - [241] 142,8 
25499 - [60] 132,8 
25538 - [567] 135,7 
25547 - [214] 135,7 
25553 - [238] 135,7 
25578 - [28] 142,8 
25603 - [210] 132,8 
25622 - [6] 135,7 
25637 - [318] 135,7 
25688 - [45] 162,9 
25708 - [152] 137,9 
25720 - [223] 133,3 
25722 - [45] 133,3 
25734 - [432] 217,7 
25735 - [426] 135,7 
25736 - [35] 135,7 
25737 - [1] 133,3 
25740 - [0] 133,3 
25812 - [83] 133,3 
25852 - [97] 135,7 
25857 - [323] 135,7 
25866 - [134] 139,9 
25939 - [161] 133,3 
25973 - [274] 217,7 
25988 - [22] 135,7 
26038 - [261] 181,3 
26106 - [77] 137,9 
26122 - [126] 135,1 
26129 - [352] 183,7 
26135 - [113] 137,9 
26137 - [25] 137,9 
26146 - [69] 135,7 
26147 - [46] 135,1 
26154 - [60] 140,2 
26156 - [73] 134,1 
26166 - [165] 135,7 
26191 - [195] 140,2 
26196 - [251] 181,3 
26243 - [24] 137,9 
26245 - [3] 135,7 
26299 - [139] 140,2 
26300 - [326] 213,9 
26323 - [147] 140,2 
26328 - [91] 208,4 
26378 - [10] 140,2 
26392 - [64] 181,3 
26410 - [14] 183,7 
26420 - [512] 139,9 
26435 - [77] 208,4 
26445 - [83] 183,8 
26502 - [203] 177,9 
26504 - [127] 139,9 
26509 - [10] 140,2 
26522 - [137] 140,2 
26527 - [56] 139,9 
26542 - [597] 183,7 
26561 - [313] 229,6 
26618 - [739] 139,9 
26619 - [34] 139,9 
26644 - [376] 140,2 
26653 - [4] 140,2 
26655 - [243] 140,2 
26687 - [324] 140,2 
26693 - [69] 183,7 
26710 - [1] 139,9 
26712 - [35] 183,7 
26716 - [232] 139,9 
26747 - [129] 213,9 
26772 - [1] 143,5 
26788 - [160] 181,3 
26839 - [91] 213,9 
26846 - [8] 181,3 
26928 - [0] 140,2 
26935 - [693] 162,2 
26938 - [136] 139,9 
26948 - [14] 217,7 
26957 - [325] 139,9 
26958 - [291] 139,9 
26985 - [185] 140,2 
27003 - [573] 229,6 
27014 - [156] 208,4 
27023 - [127] 140,2 
27035 - [20] 139,9 
27036 - [31] 156,2 
27040 - [255] 143,2 
27046 - [272] 217,7 
27070 - [504] 156,2 
27076 - [5] 201,6 
27102 - [31] 143,2 
27106 - [82] 140,2 
27118 - [2] 181,3 
27126 - [80] 156,2 
27129 - [4] 208,4 
27130 - [44] 183,7 
27191 - [109] 140,2 
27199 - [125] 181,3 
27206 - [196] 181,3 
27208 - [753] 140,2 
27212 - [99] 183,7 
27216 - [67] 214,5 
27242 - [417] 217,7 
27245 - [221] 177,9 
27248 - [33] 143,2 
27295 - [63] 140,2 
27296 - [56] 140,2 
27297 - [137] 177,9 
27314 - [35] 143,2 
27352 - [1] 145,9 
27373 - [71] 213,9 
27385 - [68] 142,8 
27396 - [236] 140,2 
27401 - [159] 140,2 
27404 - [148] 157,9 
27409 - [632] 229,6 
27414 - [450] 177,9 
27415 - [173] 145,9 
